Gene	Sample_14_SS_18_2698	Sample_12_SS_18_4268	Sample_26_SB_20_5744	X27_sb_19_5484	sb_19_6002	Sample_35_SB_18_6513	CL0191_T1R_T	Sample_2_WS_18_051587	Sample_41_CN20_33_A1_B1	Sample_39_S18_11654	Sample_28_SB_20_399	Sample_48_ASP19_05374	Sample_49_NC_20_182_A1	X16_sb_19_5365	Sample_45_RA_023_11	Sample_39_SF_20_216_A1	Sample_47_WS_20_4104	Sample_41_RS_20_1704	Sample_25_SB_20_5907	Sample_23_SB_20_788	Sample_34_SB_18_7364	Sample_10_SS_18_5516	Sample_11_SS_18_5261	Sample_1_WS20_3053
SAE1	5.89295	6.05391	3.54849	3.82632	2.63826	2.03134	3.93263	6.16198	1.89551	4.94423	2.59365	5.59457	4.43965	4.21597	1.51981	7.04755	4.77567	10.9831	3.93454	2.58094	5.35184	5.54583	3.01868	3.79609
SAFB	39.7532	43.5656	19.1169	13.5615	14.7655	23.4055	37.4193	43.8572	11.7897	24.5095	16.6957	44.7651	30.3163	12.438	22.872	69.449	67.6556	58.9167	34.4055	18.5382	48.7038	37.4096	37.4568	20.2526
SAFB2	31.7722	40.8341	19.0205	18.0697	13.9721	20.4879	37.9487	38.2907	16.6393	19.7356	17.5421	39.3935	37.5334	16.761	18.6221	79.1833	96.7301	37.3939	29.6966	19.6346	50.6511	37.192	37.7482	17.8941
SAG	0.00637563	0.0245315	0.0159359	13.0165	0.0168787	0.0251345	0.00534201	0.00553756	6.22232	0.0154369	0.0134095	0.069321	0.0106036	12.2545	0.00143311	0.51566	0.251912	0.0328953	0.00745288	0.0246754	0.0634689	0.0249403	0.0307929	0.00540727
SAGE1	0	0.0067249	0.00728093	10.6863	0.00308467	0.793001	0.063263	0	3.42633	0.00253906	0.0043153	0.871947	0.00682466	13.8648	0.000785727	0.174403	0.0923539	0.00260753	0.00204308	0.000851458	0	0.00361956	0.0281378	0.00177878
SALL1	16.7028	13.2614	16.9278	54.068	0.121911	19.4364	21.3937	50.4082	31.0874	5.47582	36.0036	0.531072	13.9808	47.8397	2.50251	39.4138	31.4318	0.508194	0.398978	0.0910553	46.8308	18.6003	2.58668	5.71771
SALL2	11.2436	24.0732	2.63953	35.7022	14.4208	7.97073	6.63832	11.7936	17.3533	4.45599	6.23695	6.12289	3.16721	30.7274	5.45764	34.8809	8.95045	4.63397	4.5995	1.75152	16.1548	8.74437	7.80209	6.57083
SALL3	14.0686	0.0507805	8.15355	42.2771	0.267717	1.61144	4.38272	0.0959156	2.00478	0.392059	0.0229769	0.0671001	0.00161502	35.6786	0.418361	1.33273	2.04227	0.14578	0.0123289	0.00725376	12.2039	2.08271	0.964842	2.64812
SALL4	2.88456	46.6953	6.13721	29.9685	4.38663	22.0699	3.28741	4.91394	25.6837	0.868674	1.71593	7.48951	0.141953	19.9909	0.146074	3.47862	2.6317	0.23649	7.96846	1.50086	0.557072	2.58416	4.846	2.1736
SAMD1	54.0054	32.3043	19.2011	62.0143	18.8178	21.2407	47.9301	48.6576	23.2695	42.1482	18.6665	21.9474	27.9989	54.1458	18.3992	36.9367	47.5219	79.0197	36.1689	14.6414	64.0871	54.5698	30.8901	35.5007
SAMD10	2.56714	2.4292	0.957477	29.5743	2.77714	3.25434	4.57211	2.09661	12.7975	1.65408	1.07676	0.767308	1.86552	25.4406	2.2573	2.09408	2.01322	2.854	3.57132	2.67582	5.45376	2.80712	2.14046	1.64822
SAMD11	1.10554	0.258359	0.546618	15.647	0.0989829	2.47403	0.231942	0.226708	2.80601	0.458105	0.197983	0.514474	0.155178	13.6104	1.45283	0.599845	0.697179	0.98512	0.352126	0.66776	1.04498	0.265896	0.342666	0.281085
SAMD12	0.151685	0.391656	0.0327695	0.592675	0.0966384	0.31989	0.485405	0.438961	0.295084	0.0287091	0.161559	0.120514	0.186286	1.08996	0.269299	0.0742291	0.348815	0.104737	0.089775	0.0489824	0.0738295	0.128569	0.175062	0.154671
SAMD13	0.041484	0.0297778	0.0424808	1.25699	0.0273178	0.0718175	0.115347	0.156579	0.925444	0.0717565	0.047583	0.0700262	0.193958	2.05213	0.247432	0.124443	0.10294	0.0555233	0.0986275	0.0813192	0.196987	0.00471395	0.0701497	0.0148262
SAMD14	2.95105	0.707828	1.19051	15.2559	0.537756	0.58618	0.481716	0.607154	4.23878	3.54722	1.20655	0.442276	0.102109	13.6017	0.256006	3.16574	0.704229	0.588596	0.451154	0.468854	0.38769	0.799273	0.400158	0.248078
SAMD15	7.75106	5.39221	1.55298	11.7627	7.26021	5.11003	5.81768	6.59964	11.3152	5.94332	0.958585	1.68021	0.768385	14.3049	2.16956	14.8186	11.9172	0.500931	3.15971	0.596682	3.10939	1.20703	20.8723	4.74109
SAMD3	0.012234	0.0947884	0.0785583	1.41216	0.0208015	0.368015	0.0927175	0.0301373	0.757471	0.0271215	0.0869645	0.197613	0.217306	1.5482	0.154802	0.220354	0.139056	0.031229	0.0138143	0.255488	0.0332904	0.0104143	0.169927	0.0196721
SAMD4A	0.409466	0.704113	1.0809	2.86069	0.147202	1.12938	0.410681	0.352414	1.58433	0.233093	0.33879	0.535531	0.190408	3.15181	0.170945	0.332504	0.643342	0.438539	0.0670808	0.975499	0.191073	0.355634	0.465459	0.0889173
SAMD4B	16.6668	16.3795	9.9232	15.1663	7.1153	4.89534	27.52	12.6257	4.43791	12.691	9.83801	5.15583	5.4984	13.1278	3.83384	5.74157	7.23635	10.4826	7.9209	6.95007	10.6294	9.68814	7.33175	7.71817
SAMD5	0.323243	0.271911	0.127372	2.30433	0.0457723	0.629325	0.414472	0.213399	0.660285	0.0614717	0.111403	0.418989	0.0044416	2.08013	5.37393	0.204087	0.156274	0.0178188	2.81066	0.105176	0.16487	0.102707	0.237017	0.353201
SAMD7	0.0186928	0.0343439	0.15291	8.95471	0.0106638	0.00501986	0	0.014869	6.22421	0.00877763	0.0679605	0.0596439	0.0609488	7.41755	0.00611164	0.467409	0.341562	0.00788753	0.0076516	0.0107929	0.0380942	0.0667358	0.0166755	0.0576496
SAMD8	1.0372	0.365784	1.28269	6.67958	0.714618	1.1185	1.49435	0.990463	1.29112	0.45942	1.05411	0.949492	1.02225	6.98108	1.06786	0.656808	0.707998	0.397193	0.340741	0.98197	0.439202	0.462773	0.526091	0.859388
SAMD9	13.6757	42.2101	28.2308	31.0501	3.62767	18.8072	37.8995	38.4545	26.4378	11.6496	27.8678	80.4255	40.9436	43.5735	21.2727	36.7029	46.0877	3.99322	4.18053	50.9036	8.7662	21.9064	26.2521	12.9904
SAMD9L	4.5436	25.5858	14.5201	32.4124	2.76443	3.9596	15.371	8.04661	10.5938	3.33382	10.5508	37.5906	12.0436	45.2643	3.25365	4.51468	5.90877	3.33966	1.65267	29.0615	0.719196	2.33069	8.52215	3.764
SAMHD1	10.0591	19.384	21.4581	6.4383	9.46059	7.77139	16.8472	11.2806	8.03415	5.61799	14.214	34.0601	17.6391	5.24073	8.3727	16.2503	13.5478	8.38793	2.79169	41.8851	2.63363	6.5533	15.3754	11.8314
SAMM50	2.11203	2.37046	3.07147	9.33357	2.42628	3.2549	6.41592	2.23997	3.35466	2.80939	3.8569	4.42376	1.70136	7.14346	1.51802	2.59716	3.82539	4.57802	4.0389	3.05707	3.43049	2.15288	2.25689	1.57391
SAMSN1	0.417444	0.780099	0.935252	2.35618	0.113563	0.173939	1.13634	0.399876	1.18862	0.14623	0.629766	2.24122	1.17103	2.84311	0.719254	0.343051	0.735951	0.222884	0.140835	1.62616	0.0157846	0.119329	0.187156	0.266483
SAP130	3.23488	7.75474	3.10089	7.88385	3.63281	7.04467	5.08903	6.78106	4.47748	1.98618	3.66107	1.84839	1.85207	8.44686	3.73806	2.86828	5.02289	1.81121	1.75178	3.25161	2.40093	2.24101	1.44072	3.34469
SAP18	15.3462	15.7116	18.1037	13.3605	14.8496	21.4452	22.9455	20.5071	13.9102	12.117	29.4561	35.9795	21.1701	8.4388	31.3905	16.8277	27.5474	33.3103	29.3061	28.1295	25.5964	14.6422	22.1154	32.7345
SAP25	4.70166	2.0692	2.61697	72.4385	1.15491	2.5277	2.84231	5.09247	1.58912	3.004	4.55976	1.58175	4.09964	88.066	2.45934	1.642	0.747625	1.86467	5.57895	3.66395	3.16157	1.44552	1.69762	1.17212
SAP30	13.9246	11.0314	7.72745	19.5563	10.2837	4.70809	16.8827	13.5913	2.13759	7.41564	3.44952	14.7955	8.34456	18.5213	11.9424	34.8946	24.5336	15.5417	10.6368	3.56368	8.36319	8.20823	9.15364	12.0453
SAP30BP	8.50528	4.93792	7.76431	10.5966	6.46282	6.84282	7.26123	8.70891	5.44641	5.95433	6.6736	8.89373	7.97417	9.89661	3.50804	9.94019	9.84886	7.40092	7.52469	6.09673	9.59786	7.47665	9.72865	9.79214
SAP30L	3.25815	3.68153	2.95216	5.45347	2.71007	3.53134	4.39289	3.72279	5.04089	1.992	2.50856	3.71997	1.77575	6.59114	3.81035	6.52062	4.62251	2.92951	2.67309	3.3963	3.08286	2.84256	2.82015	5.32912
SAPCD1	32.3083	10.4859	50.6974	48.6933	18.7293	28.8047	39.0039	25.7785	17.0241	20.1816	38.9859	19.5258	17.0773	54.0995	5.14965	42.1111	38.326	31.9826	34.481	14.6536	33.5358	43.856	43.0582	18.3346
SAPCD2	2.11869	1.24227	0.974696	15.4544	1.1519	2.07412	1.49074	3.66506	1.73642	2.03227	1.05943	0.388993	1.63703	13.5106	0.099649	0.856563	1.65314	7.03834	2.20341	0.657511	6.93036	3.79819	1.37984	0.634162
SAR1A	8.79558	20.8165	10.7316	8.4114	10.4456	9.01616	13.1086	8.78674	3.10685	4.74871	7.16365	13.1915	13.0897	10.1703	8.19992	8.89295	11.1656	7.39412	10.3623	12.0396	3.99455	3.80813	4.72658	10.7794
SAR1B	7.9224	5.58941	5.57866	3.38493	4.87543	4.57515	5.98704	4.59318	7.84228	3.05339	4.75472	5.80393	6.59643	3.96388	5.87693	8.18587	7.21753	4.70714	2.18046	8.51	4.15132	5.22954	2.65767	7.49785
SARAF	40.277	42.3781	46.2802	10.5801	48.9234	34.6476	52.1949	66.8715	13.9935	30.0998	40.6442	49.2919	51.3967	10.3109	104.547	43.977	69.8362	18.6405	10.1046	86.1084	13.4848	22.0715	46.0681	66.7357
SARDH	2.08316	0.670872	0.685746	11.4399	0.0563521	0.382395	1.45974	1.0151	2.72144	0.31716	1.05336	0.191898	0.902685	10.2746	0.562873	0.714581	0.420653	0.28968	0.0308374	0.657202	1.75896	2.86009	1.56457	0.0816552
SARM1	24.7196	2.51548	4.49809	29.9061	3.13226	5.20659	5.70972	6.16033	5.51547	7.51419	5.71974	1.10727	2.11879	26.1731	2.66627	8.70488	2.81635	3.61628	3.83281	4.82576	5.63153	13.8249	5.2271	2.7251
SARNP	4.09213	5.80329	3.27163	3.39555	2.66327	3.37121	5.39284	5.98917	3.23544	3.72711	3.0315	7.51812	8.76688	3.8377	3.27969	5.94349	5.73072	11.7522	4.8933	3.14672	6.35295	7.05118	6.17532	4.82797
SARS	18.9837	11.9161	18.2726	12.4206	8.08069	12.7815	25.1852	17.9157	8.73103	16.4861	7.55094	19.5806	43.4289	11.8095	14.1956	24.9845	41.1467	37.8462	14.2817	15.1124	29.6213	27.2233	20.0194	10.4078
SARS2	14.4828	16.2684	12.5195	36.5793	11.0662	7.97794	58.2876	18.9925	20.4947	11.1802	9.47034	9.02448	7.29714	30.1612	3.26909	12.7032	9.64979	12.2169	13.6653	7.83584	14.5382	12.7872	7.12899	5.88314
SART1	21.5149	18.4235	16.967	24.0943	8.24957	21.6713	25.27	32.4131	11.1461	22.9391	15.1001	25.9972	34.9596	20.2681	13.1753	26.6254	27.845	51.21	74.0953	22.6981	57.1297	46.3257	45.4092	28.6445
SART3	32.0534	46.9874	17.1101	14.9714	12.371	20.7658	20.9259	33.125	27.0553	22.5619	20.746	34.9151	24.6012	16.003	15.6809	51.8007	35.8661	29.2884	23.2847	17.0795	38.7832	29.237	28.5186	17.7945
SASH1	0.459506	1.52964	1.1248	4.27212	0.678702	1.03825	0.743776	0.959116	1.63964	0.335085	0.651094	0.620675	0.0978425	3.55517	1.52824	0.673462	0.860755	1.74084	0.679751	1.71115	0.569974	0.737948	1.41351	1.45756
SASH3	0.657372	0.984922	2.27866	10.5626	0.198202	0.605587	3.71239	0.935744	4.92976	1.31709	2.01381	6.20515	10.1571	9.79596	0.476539	1.2197	0.762788	1.72345	0.561392	7.50365	0.312662	1.17042	4.0821	0.492018
SASS6	2.58446	4.39386	2.29571	5.93611	1.37146	3.31601	4.19215	5.48493	2.99739	2.04989	1.38792	3.96922	1.59945	6.50803	1.21974	9.62914	7.43294	2.26511	1.55457	1.52673	2.36537	1.61947	1.14045	1.52371
SAT1	93.2234	269.609	138.415	36.8321	40.1329	83.5711	103.657	155.859	27.5677	40.5515	163.928	124.598	158.024	34.9369	47.4888	51.8153	71.5204	52.7463	105.591	271.163	97.0256	87.7186	330.938	32.647
SAT2	53.9321	41.385	44.4138	96.3102	34.22	39.7582	33.7332	32.3142	37.5746	22.1209	26.9159	30.6984	17.2428	77.4678	30.4622	40.9227	43.9998	15.7886	74.512	46.12	24.1186	50.5428	67.4261	15.7166
SATB1	2.56229	6.51483	3.2642	4.2748	5.94445	3.42257	3.68606	5.37273	4.32253	2.11734	3.16915	4.68753	3.37649	3.85914	3.80825	10.1485	2.65526	0.59894	3.7608	3.07875	3.52333	2.14554	4.35245	1.69509
SATB2	1.22072	3.8896	0.50948	2.28287	0.253671	3.37888	0.0750102	4.54391	2.67078	1.61368	1.29029	0.196761	0.0115663	2.99197	0.0739521	0.637051	5.48802	0.291204	0.160728	0.214341	0.9905	1.69137	0.0947727	0.299815
SATL1	4.52893	3.82595	1.34924	18.3493	0.465377	1.52595	2.11596	2.50627	12.8565	1.4672	2.4977	1.891	0.733901	17.3877	1.29836	3.19377	4.21336	0.807195	2.03648	0.801849	0.97073	0.685169	0.940555	1.62282
SAV1	3.84159	4.49727	3.7983	5.83502	8.185	3.20232	5.5881	6.00899	2.47633	2.61425	2.31465	3.62908	2.68313	6.84638	3.47885	3.75008	5.76758	3.26268	2.48049	4.17812	2.81805	2.55988	3.0704	5.56571
SAYSD1	5.31513	6.04325	4.72737	9.5555	4.18025	2.84694	5.78783	6.25837	9.56348	2.68681	5.14987	3.01748	4.32673	13.281	3.72172	4.45835	6.01049	3.53225	5.30527	3.84259	4.43714	2.27664	3.10465	6.93413
SBDS	29.1179	37.8862	42.4072	26.007	13.0096	29.9095	20.8536	35.2575	19.1245	14.213	14.9059	47.0669	40.5824	30.945	45.2815	51.5011	46.3588	27.2164	27.3282	41.6159	18.4366	25.1338	20.9971	20.5354
SBF1	21.0408	20.6994	18.6498	39.5896	11.9645	8.22274	30.9449	16.9943	7.12572	25.5744	28.5845	10.225	20.3772	24.8107	4.35211	6.70446	9.3532	31.2132	46.6266	35.8178	24.7886	19.6671	28.3672	13.2241
SBF2	3.11559	6.92596	1.79826	2.28312	1.46699	1.71867	2.32601	4.46107	1.73112	1.42964	2.22099	1.98698	1.07072	2.85623	2.43503	2.61228	2.65291	1.50831	1.44862	2.26073	2.82102	2.7708	1.86386	2.05258
SBK1	3.38217	3.16178	2.43384	6.52206	3.62189	0.92851	6.67311	4.71764	1.33967	5.03063	4.05771	1.05418	1.44351	6.13546	0.902224	2.09668	2.09385	2.79906	2.03642	0.390087	8.03738	4.37764	4.23063	2.59919
SBK2	1.09881	0.0178423	0.0424986	24.9714	6.72692	1.05254	2.88915	0.0360992	2.97471	0.238774	0.0513095	0.0642175	0.0442615	18.7125	0.0254793	1.22505	0.377725	0.00845559	0.00220841	0.035894	0.0977957	0.598607	0.0729954	0.395118
SBK3	1.07483	0.0895156	0.124377	31.6874	0.0451663	0.120065	0.162962	0.0543334	10.1407	0.340793	0.0187216	0.0673654	0.00740207	26.4166	0.0383492	1.8272	0.584763	0.0222716	0.0166196	0.0193934	0.0226452	0.45343	0.0784761	0.030386
SBNO1	14.2488	25.732	9.2136	9.50862	9.78298	12.8819	16.4724	23.2033	6.38747	8.74524	13.7614	28.2206	6.28843	10.1541	9.19644	30.2028	25.0069	10.5686	10.2004	9.22882	8.59751	5.19279	5.43237	10.5873
SBNO2	4.41276	3.61979	6.37175	14.4306	2.78859	3.98418	4.48692	4.46737	2.00328	3.65457	4.71661	1.8682	5.09458	12.4038	1.44453	1.49991	2.2179	11.4836	5.02206	4.84281	4.49	4.84181	8.17939	2.70639
SBSN	7.09825	1.65892	0.16377	75.4576	0.870987	2.51318	3.01921	0.934754	96.5179	0.637945	0.190457	1.40725	0.101612	53.0126	0.274502	21.6548	8.77596	4.00264	0.76592	0.449594	0.710546	0.225191	7.03314	2.19204
SBSPON	0.748083	0.42764	0.0942173	2.22648	0.505444	0.325911	1.93537	0.377063	1.33703	0.129695	0.1506	0.327689	0.066531	2.58248	0.027701	0.470434	0.537327	0.13711	0.032195	0.147136	0.283467	0.0430196	0.135596	6.55154
SC5D	7.76612	6.76363	14.6933	9.67737	16.8323	6.48342	20.7426	13.5465	5.67629	2.87544	9.10492	17.7869	2.73665	7.99186	7.68177	9.47919	12.9225	1.19881	5.16868	9.96444	3.78234	1.70485	0.990743	20.1142
SCAF1	27.539	23.1756	12.5433	37.1928	6.46449	8.90212	12.632	19.2721	8.10274	15.1894	10.3122	7.91409	13.6299	30.9866	4.8355	10.8978	11.0928	24.1998	12.245	11.6246	32.4101	32.9557	23.1715	9.79466
SCAF11	15.5145	30.4099	9.765	8.85653	8.19492	11.1793	14.263	16.3277	7.0092	6.73256	7.74865	26.0553	9.30805	9.60218	9.44908	20.8727	16.9573	11.2656	3.44312	11.9861	8.65318	8.37177	8.19815	7.94219
SCAF4	16.1462	16.4841	10.6489	10.4267	16.6651	8.25642	15.1438	21.2664	10.3823	10.5186	9.37479	15.8104	5.31372	10.6322	13.4888	25.2262	23.5782	5.95246	8.52142	11.6284	8.66489	5.81404	3.32138	10.3225
SCAF8	10.8115	37.8446	9.65769	5.36335	13.5238	8.52292	18.0848	16.7686	4.08139	6.77141	8.50188	13.7289	6.96074	4.73019	10.6118	15.928	21.5339	7.10579	7.95396	6.75605	12.1619	4.35353	8.98656	11.0321
SCAI	0.838243	1.56611	0.774439	2.27036	0.614116	0.381264	0.522123	1.27714	1.57305	0.524187	0.656445	0.789663	0.449252	2.78936	0.6147	1.52888	1.43521	0.452859	0.885396	0.436971	0.829488	0.443869	0.297862	0.214189
SCAMP1	2.78258	2.05072	2.19969	2.22081	3.38923	2.0621	5.92759	2.50895	1.56306	0.850932	2.24474	1.82907	0.924007	2.6949	4.40242	1.61003	5.6634	0.869415	0.894712	1.96465	1.32326	0.586179	0.520243	2.71456
SCAMP2	2.44916	4.54492	6.10146	10.1463	3.73095	4.60086	7.53999	3.52755	3.27346	2.6418	5.9055	3.81152	5.60434	9.52972	3.81277	1.62437	2.09305	2.89513	1.93908	7.39984	3.13551	2.75544	4.15484	5.56872
SCAMP3	18.7649	24.4637	20.8404	57.3989	16.8522	24.2574	31.1896	32.4998	10.2645	18.5235	26.0159	10.5444	16.5401	66.1334	23.3529	8.68798	26.4485	23.2966	14.8018	26.7548	24.4385	14.7087	13.7455	27.6802
SCAMP4	4.63749	2.06645	4.87115	17.9361	2.57745	4.43371	7.05252	4.84965	2.48514	3.5471	2.85093	0.76057	1.71948	15.8885	1.7186	2.24079	2.51553	3.73322	3.31195	5.05715	2.90028	4.26501	5.68747	1.98512
SCAMP5	1.31628	0.963898	0.837996	3.42591	0.736162	1.80691	1.16293	0.928896	1.71888	1.78534	1.3888	0.408932	0.548534	3.50112	0.788263	0.985716	0.53022	0.261546	0.485563	0.351521	0.599272	0.980692	0.396553	0.327789
SCAND1	1.16684	1.13323	1.72337	42.0902	1.11844	2.9968	2.05468	1.20801	1.01796	1.99122	1.33024	0.325155	2.1841	27.3386	0.710623	0.495274	0.277946	1.93337	3.19896	1.94484	2.60847	2.55595	2.78064	1.67397
SCAP	7.04694	7.33266	6.09363	15.0285	5.94396	5.14522	7.62436	13.1504	5.7686	6.47828	7.20853	3.11958	4.05944	10.3632	3.33867	1.96906	2.23206	9.25473	8.15297	9.59083	6.65276	6.53565	5.90114	5.71253
SCAPER	2.01893	3.84905	0.90832	1.51125	0.996012	0.897531	1.55502	1.51105	0.886845	0.890514	0.818535	1.74642	1.20363	2.08088	1.11027	2.8564	2.17958	1.11347	0.97867	0.60022	1.91276	1.26083	1.13228	1.0896
SCARA3	0.983891	1.38818	0.839986	10.5106	0.721178	1.62075	0.784568	1.16023	3.28856	0.761609	0.230596	0.670971	0.0552303	9.90114	0.0454331	0.927027	1.02511	0.476971	0.0427869	0.92929	0.180575	0.297842	2.00069	1.11755
SCARA5	0.0022911	0.0040367	0.16996	3.01465	0.047325	0.00364935	0.0245717	0.0308563	1.34277	0.0507885	0.00689057	0.0313496	0.00824672	3.24895	0.00366216	0.350832	0.0937163	0.00392451	0.00383546	0.326522	0.0108125	0.0119498	0.168773	0.00742702
SCARB1	2.6565	1.24868	1.23726	7.4614	1.778	2.59724	2.32099	0.844244	4.60266	1.4512	3.9027	0.978227	2.89466	6.94473	0.621276	1.50703	2.30585	1.67405	1.00604	2.52419	0.634452	1.52879	0.468192	0.851829
SCARB2	11.2391	14.3251	15.4236	5.08084	11.661	21.3192	10.9536	19.2701	3.80046	9.10697	15.668	8.74046	12.7573	6.19229	24.6687	17.2222	22.5744	8.24022	19.334	22.177	3.7126	23.5352	7.74735	22.4514
SCARF1	0.996826	1.88784	7.41991	36.2331	0.680825	1.53835	1.81941	1.47015	7.3762	1.17685	1.84138	1.57736	1.12895	30.2771	0.586474	2.06998	1.04339	1.17588	0.860874	4.377	1.10783	2.51769	4.70536	0.867284
SCARF2	0.77975	3.88276	14.2075	33.8939	1.5716	3.15911	1.36747	2.30798	7.66468	4.58586	2.76171	1.54975	1.24693	30.3069	0.824643	1.04646	2.07092	2.97918	0.894672	4.02031	4.32753	5.2234	8.20928	0.995773
SCART1	0.286986	0.463959	0.245219	0.397532	0.193407	0.326249	0.842323	0.488902	0.853767	0.12875	0.320672	0.228841	0.224474	0.892346	0.0325739	0.31259	0.124859	0.828398	0.440535	0.404917	0.25832	0.493161	0.893545	0.286134
SCCPDH	9.84255	11.9731	7.01801	6.35403	7.07018	7.32082	14.2333	10.5345	2.50402	8.53573	8.51218	5.50409	2.67394	9.11825	12.8564	8.70729	7.74916	1.58161	4.09102	7.63952	9.03397	4.21337	3.57482	10.9091
SCD	15.6194	12.6869	18.9687	15.9625	3.97851	8.0917	21.4864	14.3191	4.44472	11.1395	13.3022	22.3386	13.7138	16.9329	16.876	9.09471	9.67984	20.1541	17.7811	16.3831	2.51241	22.3027	2.97694	3.24304
SCD5	0.987474	0.769485	0.399786	2.06955	1.36061	0.203056	0.82675	0.728795	0.748508	0.300334	0.357383	0.0817638	0.783698	2.49539	1.05063	1.55709	0.612063	0.781276	0.255149	0.0719422	0.653408	0.213518	0.379017	0.959157
SCEL	0.0490817	0.249806	0.0271036	3.93193	0.0332398	0.0489406	0.0275439	0.113239	2.11546	0.0190694	0.00417516	0.048728	0.041434	3.75268	0.0234335	0.0836004	0.428722	0.0874168	0.00533719	0.00605499	0.00252509	0.0236386	0.15506	0.690814
SCFD1	3.96444	4.66039	3.26699	4.44569	5.35617	4.62685	6.70263	5.01961	1.46369	2.26579	2.60628	3.95485	2.83672	5.18299	3.63473	6.65374	6.30201	1.76678	1.47353	3.44381	2.7974	1.62753	2.58171	4.67317
SCFD2	0.227491	0.333056	0.256909	1.17583	0.0888744	0.501055	0.187304	0.297162	0.328235	0.157119	0.527574	0.362406	0.205673	1.61549	0.0756503	0.321992	0.339711	0.309119	0.263696	0.270352	0.145912	0.316972	0.187286	0.118506
SCG2	31.1685	1.16649	9.58415	46.6757	2.63203	61.9299	58.4481	46.0572	24.9795	15.7097	30.355	0.867128	94.9954	64.247	477.612	16.0058	122.022	0.315847	14.1332	0.272596	38.0272	62.4981	23.8676	2.62366
SCG3	9.65782	1.14904	2.47294	4.1879	1.27044	8.83801	13.8222	8.10188	3.5542	5.28665	6.47952	1.69004	6.6752	5.39026	40.1551	7.44336	8.56429	0.212434	5.09911	0.061774	5.01157	4.78488	2.45744	1.24221
SCG5	2.18365	3.75107	0.976898	3.21456	1.02706	4.66727	3.99626	0.130688	1.08148	2.08042	2.57578	0.533163	3.75568	4.32326	62.7013	0.411065	4.75723	0.213821	0.0773917	0.0829541	1.3421	1.38822	0.31422	2.77865
SCGB1A1	0.0855572	0.792413	0.0364817	5.04771	0.158628	0.0662249	0.0139029	2.00031	2.52748	0.0117178	0.0594295	0.360032	2.36569	5.17276	0.024865	0.457681	0.272075	0.195119	0.0547772	0.0303132	0.116239	0.10659	1.9452	0.0691908
SCGB1C1	0	0.156199	0	70.4529	0	0.289161	0.0561233	0.0161605	20.497	0	0.0459394	0.143741	0.145306	56.536	0.0627346	3.54698	1.67405	0	0.0652501	0.176755	0.111134	0	0	0.0710111
SCGB1C2	0	0.0189171	0.0112647	47.7362	0	0.0105721	0	0	11.0151	0.039283	0.0519276	0.157836	0	45.143	0.0607817	1.91604	1.46747	0	0.021073	0.0878221	0	0	0.149257	0
SCGB1D1	0.235202	0.0175512	0.00522566	17.371	9.36492	0.0245219	0.0756752	0.0653713	2.70235	0.00911167	0.168624	0.0344564	0.0707516	22.2269	6.40062	0.228328	0.364265	19.7628	0	0.0122222	0.0333001	0.0173189	0.0173101	0.734081
SCGB1D2	1.04683	0.0112236	0.160401	33.2403	2.13779	0.00627246	1.29047	2.04372	7.60361	0.186455	1.67688	0.198306	0.375873	32.6857	9.99642	0.730053	2.32175	0.376981	0.212546	1.66476	7.79385	0.0443001	0.265665	4.75142
SCGB1D4	0.0112168	0.00523138	0.0124606	20.268	0	0.00584725	0	0.0173198	8.43549	0	0.00820581	0.0256754	0	22.0428	0	0.179863	0.249186	0	0	0.0170006	0	0	0.00687932	0
SCGB2A1	1.00841	0.0387312	0.141676	17.1895	3.69909	0.170072	0.524846	3.39808	3.33022	0.287246	1.32138	0.52411	0.621094	19.3546	1.00268	3.76356	2.48118	6.41017	0.523907	0.656302	3.40131	0.327587	1.48794	9.8001
SCGB2A2	0	0.00485845	0.0173585	39.7313	0	0	0.167585	0	8.70462	0	0.00762086	0.0810734	0	42.2689	0.0062442	1.43565	0.198362	0.19168	0.0162365	0.0315773	0	0.0191765	0.0191668	0.0918839
SCGB2B2	0.330678	0.262588	0.157103	1.44051	0.137585	1.24179	0.334391	0.148314	0.39754	0.102586	0.0624917	0.0985483	0.0595181	1.81511	0.0389143	0.253219	0.32339	0.0628716	0.0564121	0.0433206	0.352746	0.0531154	0.087782	0.104067
SCGB3A1	0.369702	4.37147	0.289904	35.5561	0.204704	0.243738	0	128.593	17.6041	0.547613	0.262506	0	6.62988	26.6682	0.23464	1.28178	0.0966245	0.648899	0.146881	0.103591	0	0.0400334	91.8964	3.73309
SCGB3A2	0.524377	0.127984	0.620253	5.03194	0.0383619	0.00708173	0.112915	1.16629	9.37922	0.0421021	0.0944132	0.20399	0.12731	7.54081	0.112373	0.681767	5.32882	0.0689096	0.0959874	0.0170601	1.10594	0.582682	0	8.75271
SCGN	2.74894	0.0329453	5.05482	5.12219	0.00816309	4.96169	3.16229	0.836557	1.00628	0.018936	2.1393	3.84631	8.19357	8.17681	1.44908	4.79189	1.64455	0.00470482	1.65969	0.0555801	3.60981	7.04869	1.25561	0.0171173
SCHIP1	0.996095	1.10415	1.27059	3.00492	0.599607	0.526772	0.430907	0.579031	1.95558	3.14249	2.8277	0.688442	0.242887	2.93621	0.304811	6.74016	1.13884	0.514431	1.60693	0.180758	0.652588	0.484072	0.558041	0.572705
